,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,1.0,0.13934426229508196,0.13934426229508196,0.3007518796992481,0.3373493975903614,0.17355371900826447,0.13934426229508196,0.1792452830188679,0.13934426229508196,0.15503875968992248,0.24025974025974026,0.13934426229508196,0.15503875968992248,0.13934426229508196,0.3046875,0.411522633744856,0.2488479262672811,0.2426470588235294,0.28793774319066145,0.11469534050179211,0.06315789473684211,0.21296296296296297,0.10526315789473684,0.13592233009708737,0.13592233009708737,0.340080971659919,0.23859649122807017,0.2062780269058296,0.19298245614035087,0.3157894736842105,0.18099547511312217,0.043243243243243246,0.21818181818181817,0.14096916299559473,0.13592233009708737,0.24,0.30824372759856633,0.2510460251046025,0.1346153846153846,0.13793103448275862,0.25547445255474455,0.171875,0.2271062271062271,0.2938775510204082,0.17624521072796934,0.268370607028754,0.2734375,0.24390243902439024,0.25925925925925924
1,0.13934426229508196,1.0,1.0,0.21153846153846154,0.15706806282722513,0.31521739130434784,1.0,0.24675324675324675,1.0,0.33,0.216,1.0,0.33,1.0,0.23232323232323232,0.1837837837837838,0.2893081761006289,0.2616822429906542,0.23115577889447236,0.12669683257918551,0.030303030303030304,0.2911392405063291,0.24242424242424243,0.3783783783783784,0.3783783783783784,0.21164021164021163,0.18502202643171806,0.3393939393939394,0.3411764705882353,0.14423076923076922,0.31901840490797545,0.2204724409448819,0.29493087557603687,0.1893491124260355,0.3783783783783784,0.20833333333333334,0.1085972850678733,0.2430939226519337,0.30666666666666664,0.13793103448275862,0.2222222222222222,0.12121212121212122,0.29767441860465116,0.12834224598930483,0.20689655172413793,0.18823529411764706,0.23232323232323232,0.2127659574468085,0.27358490566037735
2,0.13934426229508196,1.0,1.0,0.21153846153846154,0.15706806282722513,0.31521739130434784,1.0,0.24675324675324675,1.0,0.33,0.216,1.0,0.33,1.0,0.23232323232323232,0.1837837837837838,0.2893081761006289,0.2616822429906542,0.23115577889447236,0.12669683257918551,0.030303030303030304,0.2911392405063291,0.24242424242424243,0.3783783783783784,0.3783783783783784,0.21164021164021163,0.18502202643171806,0.3393939393939394,0.3411764705882353,0.14423076923076922,0.31901840490797545,0.2204724409448819,0.29493087557603687,0.1893491124260355,0.3783783783783784,0.20833333333333334,0.1085972850678733,0.2430939226519337,0.30666666666666664,0.13793103448275862,0.2222222222222222,0.12121212121212122,0.29767441860465116,0.12834224598930483,0.20689655172413793,0.18823529411764706,0.23232323232323232,0.2127659574468085,0.27358490566037735
3,0.3007518796992481,0.21153846153846154,0.21153846153846154,1.0,0.22535211267605634,0.44660194174757284,0.21153846153846154,0.3068181818181818,0.21153846153846154,0.38738738738738737,0.21323529411764705,0.21153846153846154,0.38738738738738737,0.21153846153846154,0.2727272727272727,0.37681159420289856,0.287292817679558,0.2288135593220339,0.5882352941176471,0.36213991769547327,0.07792207792207792,0.32222222222222224,0.16883116883116883,0.3764705882352941,0.3764705882352941,0.3886255924170616,0.26506024096385544,0.2887700534759358,0.16666666666666666,0.1826086956521739,0.2810810810810811,0.09395973154362416,0.18410041841004185,0.32460732984293195,0.3764705882352941,0.4766355140186916,0.2222222222222222,0.21674876847290642,0.2441860465116279,0.20359281437125748,0.2605042016806723,0.36363636363636365,0.2616033755274262,0.16267942583732056,0.2577777777777778,0.16606498194945848,0.43636363636363634,0.4857142857142857,0.452991452991453
4,0.3373493975903614,0.15706806282722513,0.15706806282722513,0.22535211267605634,1.0,0.30687830687830686,0.15706806282722513,0.2138364779874214,0.15706806282722513,0.25365853658536586,0.34509803921568627,0.15706806282722513,0.25365853658536586,0.15706806282722513,0.16748768472906403,0.22105263157894736,0.15853658536585366,0.182648401826484,0.2549019607843137,0.36283185840707965,0.08759124087591241,0.12269938650306748,0.1897810218978102,0.19607843137254902,0.19607843137254902,0.25773195876288657,0.1724137931034483,0.2235294117647059,0.13714285714285715,0.5352112676056338,0.11904761904761904,0.06060606060606061,0.11711711711711711,0.10344827586206896,0.19607843137254902,0.15228426395939088,0.4424778761061947,0.23655913978494625,0.23225806451612904,0.16,0.18099547511312217,0.24630541871921183,0.09090909090909091,0.3229166666666667,0.2980769230769231,0.4,0.2561576354679803,0.20725388601036268,0.2764976958525346
5,0.17355371900826447,0.31521739130434784,0.31521739130434784,0.44660194174757284,0.30687830687830686,1.0,0.31521739130434784,0.3684210526315789,0.31521739130434784,0.18181818181818182,0.24193548387096775,0.31521739130434784,0.18181818181818182,0.31521739130434784,0.40816326530612246,0.37158469945355194,0.36942675159235666,0.37735849056603776,0.45685279187817257,0.2009132420091324,0.06153846153846154,0.3717948717948718,0.2923076923076923,0.4931506849315068,0.4931506849315068,0.41711229946524064,0.1688888888888889,0.4171779141104294,0.40476190476190477,0.24271844660194175,0.36024844720496896,0.16,0.33488372093023255,0.2874251497005988,0.4931506849315068,0.3684210526315789,0.2465753424657534,0.3687150837988827,0.36486486486486486,0.16783216783216784,0.17757009345794392,0.19387755102040816,0.24413145539906103,0.2918918918918919,0.13930348258706468,0.23715415019762845,0.4489795918367347,0.3870967741935484,0.22857142857142856
6,0.13934426229508196,1.0,1.0,0.21153846153846154,0.15706806282722513,0.31521739130434784,1.0,0.24675324675324675,1.0,0.33,0.216,1.0,0.33,1.0,0.23232323232323232,0.1837837837837838,0.2893081761006289,0.2616822429906542,0.23115577889447236,0.12669683257918551,0.030303030303030304,0.2911392405063291,0.24242424242424243,0.3783783783783784,0.3783783783783784,0.21164021164021163,0.18502202643171806,0.3393939393939394,0.3411764705882353,0.14423076923076922,0.31901840490797545,0.2204724409448819,0.29493087557603687,0.1893491124260355,0.3783783783783784,0.20833333333333334,0.1085972850678733,0.2430939226519337,0.30666666666666664,0.13793103448275862,0.2222222222222222,0.12121212121212122,0.29767441860465116,0.12834224598930483,0.20689655172413793,0.18823529411764706,0.23232323232323232,0.2127659574468085,0.27358490566037735
7,0.1792452830188679,0.24675324675324675,0.24675324675324675,0.3068181818181818,0.2138364779874214,0.3684210526315789,0.24675324675324675,1.0,0.24675324675324675,0.2976190476190476,0.14678899082568808,0.24675324675324675,0.2976190476190476,0.24675324675324675,0.26506024096385544,0.3137254901960784,0.4251968503937008,0.27472527472527475,0.2754491017964072,0.19047619047619047,0.08,0.4444444444444444,0.26,0.5517241379310345,0.5517241379310345,0.3057324840764331,0.26666666666666666,0.5263157894736842,0.42028985507246375,0.18181818181818182,0.4580152671755725,0.21052631578947367,0.2918918918918919,0.16058394160583941,0.5517241379310345,0.25,0.17989417989417988,0.4161073825503356,0.3559322033898305,0.17699115044247787,0.2608695652173913,0.24096385542168675,0.30601092896174864,0.18064516129032257,0.2573099415204678,0.14349775784753363,0.2891566265060241,0.2564102564102564,0.2222222222222222
8,0.13934426229508196,1.0,1.0,0.21153846153846154,0.15706806282722513,0.31521739130434784,1.0,0.24675324675324675,1.0,0.33,0.216,1.0,0.33,1.0,0.23232323232323232,0.1837837837837838,0.2893081761006289,0.2616822429906542,0.23115577889447236,0.12669683257918551,0.030303030303030304,0.2911392405063291,0.24242424242424243,0.3783783783783784,0.3783783783783784,0.21164021164021163,0.18502202643171806,0.3393939393939394,0.3411764705882353,0.14423076923076922,0.31901840490797545,0.2204724409448819,0.29493087557603687,0.1893491124260355,0.3783783783783784,0.20833333333333334,0.1085972850678733,0.2430939226519337,0.30666666666666664,0.13793103448275862,0.2222222222222222,0.12121212121212122,0.29767441860465116,0.12834224598930483,0.20689655172413793,0.18823529411764706,0.23232323232323232,0.2127659574468085,0.27358490566037735
9,0.15503875968992248,0.33,0.33,0.38738738738738737,0.25365853658536586,0.18181818181818182,0.33,0.2976190476190476,0.33,1.0,0.2196969696969697,0.33,1.0,0.33,0.3584905660377358,0.2814070351758794,0.3583815028901734,0.3684210526315789,0.38497652582159625,0.24680851063829787,0.0821917808219178,0.4069767441860465,0.3013698630136986,0.4691358024691358,0.4691358024691358,0.31527093596059114,0.22406639004149378,0.5027932960893855,0.43478260869565216,0.27927927927927926,0.3502824858757062,0.18439716312056736,0.36363636363636365,0.273224043715847,0.4691358024691358,0.3300970873786408,0.28085106382978725,0.4512820512820513,0.35365853658536583,0.20125786163522014,0.23478260869565218,0.22641509433962265,0.314410480349345,0.208955223880597,0.14746543778801843,0.2527881040892193,0.1509433962264151,0.33663366336633666,0.3185840707964602
